animal_id,breed,intake_type,intake_subtype,intake_date,intake_time,intake_condition,outcome,outcome_date,outcome_time,impound_num
A1132752,LABRADOR RETR,STRAY,AT LARGE,10/29/2021,17:17:00,APP WNL,EUTHANIZED,11/28/2021,14:56:00,K21-540280
A1132753,LABRADOR RETR,STRAY,WEB,10/28/2021,17:25:00,NORMAL,LOST EXP,11/29/2021,00:00:00,K21-540281
A1132754,LABRADOR RETR,STRAY,WEB,10/28/2021,17:25:00,NORMAL,LOST EXP,11/29/2021,00:00:00,K21-540282
A1132755,CHIHUAHUA SH,STRAY,AT LARGE,10/29/2021,17:17:00,APP WNL,TRANSFER,11/02/2021,14:27:00,K21-540283
A1132756,CHIHUAHUA SH,STRAY,AT LARGE,10/29/2021,17:27:00,APP WNL,TRANSFER,11/02/2021,14:00:00,K21-540284
A1132759,GREAT DANE,OWNER SURRENDER,URGENT,10/29/2021,17:35:00,APP WNL,EUTHANIZED,11/12/2021,14:00:00,K21-540285
A1132761,GREAT DANE,OWNER SURRENDER,URGENT,10/29/2021,17:35:00,APP WNL,ADOPTION,11/08/2021,14:11:00,K21-540286
A1132764,BORDER COLLIE,STRAY,CONFINED,10/29/2021,20:11:00,APP WNL,RETURNED TO OWNER,10/29/2021,21:21:00,K21-540293
A1132768,PIT BULL,STRAY,AT LARGE,10/29/2021,20:42:00,APP WNL,ADOPTION,11/19/2021,11:40:00,K21-540294
A1132768,PIT BULL,OWNER SURRENDER,WALK IN,01/15/2022,12:43:00,APP WNL,ADOPTION,01/24/2022,14:41:00,K22-545801
A1132769,GERM SHEPHERD,STRAY,CONFINED,10/29/2021,20:11:00,APP WNL,FOSTER,11/14/2021,15:01:00,K21-540295
A1132769,GERM SHEPHERD,FOSTER,RETURN,11/15/2021,14:28:00,APP SICK,EUTHANIZED,11/16/2021,17:20:00,K21-541603
A1132771,PEKINGESE,STRAY,CONFINED,10/29/2021,23:08:00,APP WNL,RETURNED TO OWNER,11/01/2021,10:37:00,K21-540298
A1132773,BELG MALINOIS,STRAY,WEB,10/29/2021,00:25:00,NORMAL,LOST EXP,11/29/2021,00:00:00,K21-540299
A1132774,PUG,STRAY,WEB,10/29/2021,00:25:00,NORMAL,LOST EXP,11/29/2021,00:00:00,K21-540300
A1132775,GERM SHEPHERD,STRAY,CONFINED,10/30/2021,00:57:00,APP WNL,RETURNED TO OWNER,11/04/2021,14:49:00,K21-540301
A1132777,CHIHUAHUA SH,STRAY,CONFINED,10/30/2021,01:52:00,APP WNL,ADOPTION,11/06/2021,17:38:00,K21-540302
A1132780,LABRADOR RETR,KEEPSAFE,OWN HOSPIT,10/30/2021,07:28:00,APP WNL,RETURNED TO OWNER,10/30/2021,07:30:00,K21-540303
A1132784,AM PIT BULL TER,STRAY,AT LARGE,10/30/2021,09:18:00,APP INJ,RETURNED TO OWNER,11/17/2021,18:38:00,K21-540311
A1132785,GERM SHEPHERD,STRAY,WEB,10/28/2021,09:25:00,NORMAL,LOST EXP,11/30/2021,00:00:00,K21-540312
A1132788,PUG,STRAY,AT LARGE,10/30/2021,10:12:00,APP WNL,RETURNED TO OWNER,10/30/2021,10:24:00,K21-540314
A1132789,GERM SHEPHERD,STRAY,CONFINED,10/30/2021,10:32:00,APP WNL,EUTHANIZED,11/08/2021,08:57:00,K21-540318
A1132790,GERM SHEPHERD,STRAY,CONFINED,10/30/2021,10:32:00,APP WNL,TRANSFER,12/03/2021,18:23:00,K21-540317
A1132791,GERM SHEPHERD,STRAY,AT LARGE,10/30/2021,11:02:00,APP WNL,ADOPTION,11/02/2021,13:04:00,K21-540321
A1132792,BULL TERRIER,STRAY,WEB,10/30/2021,11:25:00,NORMAL,LOST EXP,11/30/2021,00:00:00,K21-540322
A1132793,GERM SHEPHERD,OWNER SURRENDER,APPOINT,10/30/2021,11:21:00,APP WNL,ADOPTION,11/13/2021,16:15:00,K21-540323
A1132799,DOBERMAN PINSCH,STRAY,AT LARGE,10/30/2021,12:28:00,APP INJ,TRANSFER,11/04/2021,14:29:00,K21-540327
A1132803,LABRADOR RETR,OWNER SURRENDER,APPOINT,10/30/2021,12:45:00,APP WNL,EUTHANIZED,11/21/2021,14:51:00,K21-540329
A1132814,CHIHUAHUA SH,STRAY,CONFINED,10/30/2021,13:51:00,APP WNL,ADOPTION,11/03/2021,17:14:00,K21-540335
A1132814,CHIHUAHUA SH,TRANSFER,OWNER SURR,01/13/2022,10:40:00,APP WNL,ADOPTION,01/19/2022,17:08:00,K22-545651
A1132815,AMERICAN STAFF,CONFISCATED,QUARANTINE,11/01/2021,21:29:00,APP WNL,RETURNED TO OWNER,11/13/2021,16:32:00,K21-540503
A1132816,AMERICAN STAFF,CONFISCATED,QUARANTINE,11/01/2021,21:29:00,APP WNL,RETURNED TO OWNER,11/13/2021,16:33:00,K21-540502
A1132817,ROTTWEILER,STRAY,WEB,10/25/2021,14:25:00,NORMAL,LOST EXP,11/30/2021,00:00:00,K21-540336
A1132821,DACHSHUND,STRAY,CONFINED,10/30/2021,15:02:00,APP WNL,TRANSFER,11/02/2021,15:41:00,K21-540339
A1132829,ALASKAN HUSKY,STRAY,AT LARGE,10/30/2021,15:52:00,APP WNL,RETURNED TO OWNER,11/01/2021,16:34:00,K21-540345
A1132831,PIT BULL,STRAY,AT LARGE,10/30/2021,16:11:00,APP WNL,RETURNED TO OWNER,11/04/2021,11:54:00,K21-540349
A1132834,DOBERMAN PINSCH,STRAY,WEB,10/30/2021,16:25:00,NORMAL,LOST EXP,11/30/2021,00:00:00,K21-540352
A1132835,SIBERIAN HUSKY,STRAY,AT LARGE,10/30/2021,16:20:00,APP WNL,RETURNED TO OWNER,11/04/2021,11:24:00,K21-540354
A1132836,GERM SHEPHERD,STRAY,AT LARGE,10/30/2021,16:37:00,APP INJ,ADOPTION,11/27/2021,17:57:00,K21-540356
A1132836,GERM SHEPHERD,OWNER SURRENDER,WALK IN,12/01/2021,16:44:00,APP WNL,ADOPTION,12/24/2021,15:05:00,K21-542680
A1132837,GERM SHEPHERD,STRAY,AT LARGE,10/30/2021,16:36:00,APP WNL,RETURNED TO OWNER,11/01/2021,11:02:00,K21-540357
A1132853,PIT BULL,STRAY,CONFINED,10/30/2021,20:05:00,APP WNL,RETURNED TO OWNER,11/03/2021,13:39:00,K21-540362
A1132853,PIT BULL,CONFISCATED,SAC,11/16/2021,13:50:00,APP WNL,TRANSFER,11/16/2021,14:38:00,K21-541669
A1132854,PIT BULL,CONFISCATED,SAC,11/16/2021,13:50:00,APP SICK,TRANSFER,11/16/2021,14:38:00,K21-541670
A1132854,PIT BULL,STRAY,CONFINED,10/30/2021,20:05:00,APP WNL,RETURNED TO OWNER,11/03/2021,13:40:00,K21-540363
A1132855,LABRADOR RETR,CONFISCATED,SAC,10/30/2021,20:15:00,DECEASED,TRANSFER,11/02/2021,11:49:00,K21-540366
A1132856,GOLDEN RETR,STRAY,WEB,10/28/2021,20:25:00,NORMAL,LOST EXP,11/30/2021,00:00:00,K21-540364
A1132857,JACK RUSS TERR,STRAY,WEB,10/30/2021,20:25:00,NORMAL,LOST EXP,11/30/2021,00:00:00,K21-540365
A1132858,AM PIT BULL TER,CONFISCATED,QUARANTINE,10/30/2021,21:01:00,APP WNL,RETURNED TO OWNER,11/11/2021,17:12:00,K21-540367
A1132860,YORKSHIRE TERR,STRAY,CONFINED,10/31/2021,00:10:00,APP WNL,TRANSFER,11/04/2021,17:16:00,K21-540368
A1132861,ROTTWEILER,STRAY,AT LARGE,10/31/2021,01:04:00,APP WNL,RETURNED TO OWNER,10/31/2021,01:07:00,K21-540369
A1132862,AM PIT BULL TER,STRAY,WEB,10/30/2021,01:25:00,NORMAL,LOST EXP,12/01/2021,00:00:00,K21-540370
A1132863,ROTTWEILER,STRAY,AT LARGE,10/31/2021,01:04:00,APP WNL,RETURNED TO OWNER,10/31/2021,01:07:00,K21-540371
A1132867,GERM SHEPHERD,STRAY,AT LARGE,10/31/2021,11:30:00,APP WNL,EUTHANIZED,11/06/2021,15:05:00,K21-540387
A1138233,SIBERIAN HUSKY,STRAY,WEB,11/17/2021,13:25:00,NORMAL,LOST EXP,02/13/2022,00:00:00,K22-545667
A1132874,PIT BULL,STRAY,AT LARGE,10/31/2021,13:35:00,APP WNL,ADOPTION,11/13/2021,15:49:00,K21-540398
A1132876,AMER BULLDOG,OWNER SURRENDER,URGENT,11/13/2021,11:05:00,APP SICK,ADOPTION,11/26/2021,16:24:00,K21-541449
A1132876,AMER BULLDOG,STRAY,AT LARGE,10/31/2021,13:37:00,APP WNL,ADOPTION,11/04/2021,16:56:00,K21-540400
A1132877,LABRADOR RETR,OWNER SURRENDER,APPOINT,10/31/2021,13:45:00,APP WNL,ADOPTION,11/21/2021,13:16:00,K21-540401
A1132877,LABRADOR RETR,OWNER SURRENDER,APPOINT,11/27/2021,11:35:00,APP WNL,EUTHANIZED,12/15/2021,14:40:00,K21-542367
A1132881,PIT BULL,STRAY,AT LARGE,10/31/2021,14:49:00,APP WNL,ADOPTION,11/24/2021,15:15:00,K21-540407
A1132885,ALASKAN HUSKY,STRAY,AT LARGE,10/31/2021,16:10:00,APP WNL,RETURNED TO OWNER,11/02/2021,17:58:00,K21-540414
A1132886,ALASKAN HUSKY,STRAY,AT LARGE,10/31/2021,16:10:00,APP WNL,RETURNED TO OWNER,11/02/2021,17:58:00,K21-540415
A1132890,WELSH CORGI CAR,STRAY,WEB,10/31/2021,17:25:00,NORMAL,FOUND EXP,12/01/2021,00:00:00,K21-540416
A1132891,AUST CATTLE DOG,STRAY,CONFINED,10/31/2021,17:52:00,APP WNL,RETURNED TO OWNER,11/03/2021,15:12:00,K21-540417
A1132892,BELG MALINOIS,STRAY,AT LARGE,10/31/2021,18:01:00,APP WNL,ADOPTION,11/04/2021,18:18:00,K21-540418
A1132892,BELG MALINOIS,OWNER SURRENDER,URGENT,11/20/2021,11:04:00,APP WNL,TRANSFER,12/05/2021,18:16:00,K21-541938
A1132892,BELG MALINOIS,OWNER SURRENDER,APPOINT,11/18/2021,17:02:00,APP WNL,ADOPTION,11/19/2021,11:56:00,K21-541840
A1132893,PIT BULL,STRAY,AT LARGE,10/31/2021,18:20:00,APP WNL,RETURNED TO OWNER,11/02/2021,15:09:00,K21-540419
A1132894,CHIHUAHUA SH,STRAY,WEB,10/30/2021,18:25:00,NORMAL,LOST EXP,12/01/2021,00:00:00,K21-540420
A1132895,POODLE TOY,STRAY,WEB,10/31/2021,19:25:00,NORMAL,LOST EXP,12/01/2021,00:00:00,K21-540421
A1132896,DACHSHUND,STRAY,CONFINED,10/31/2021,19:53:00,APP WNL,TRANSFER,11/04/2021,17:17:00,K21-540422
A1132900,ALASKAN HUSKY,STRAY,WEB,10/31/2021,22:25:00,NORMAL,LOST EXP,12/01/2021,00:00:00,K21-540425
A1132901,ROTTWEILER,STRAY,WEB,10/28/2021,00:25:00,NORMAL,LOST EXP,12/01/2021,00:00:00,K21-540426
A1132902,ALASKAN HUSKY,CONFISCATED,QUARANTINE,11/04/2021,12:11:00,APP WNL,RETURNED TO OWNER,11/11/2021,15:25:00,K21-540691
A1132904,GOLDEN RETR,STRAY,WEB,11/01/2021,09:25:00,NORMAL,FOUND EXP,12/02/2021,00:00:00,K21-540430
A1132905,PIT BULL,STRAY,AT LARGE,11/01/2021,09:49:00,DECEASED,DISPOSAL,11/01/2021,09:49:00,K21-540434
A1132911,LABRADOR RETR,STRAY,AT LARGE,11/01/2021,12:29:00,APP WNL,ADOPTION,12/10/2021,13:05:00,K21-540450
A1132915,LHASA APSO,STRAY,AT LARGE,11/01/2021,12:59:00,APP WNL,TRANSFER,11/07/2021,16:44:00,K21-540455
A1132918,ROTTWEILER,STRAY,WEB,10/27/2021,13:25:00,NORMAL,LOST EXP,12/02/2021,00:00:00,K21-540457
A1132919,GERM SHEPHERD,STRAY,AT LARGE,11/01/2021,13:26:00,APP WNL,ADOPTION,11/11/2021,17:37:00,K21-540458
A1132920,WELSH CORGI CAR,STRAY,AT LARGE,11/01/2021,13:32:00,APP WNL,ADOPTION,11/10/2021,13:40:00,K21-540459
A1132924,PIT BULL,STRAY,CONFINED,11/01/2021,14:08:00,APP WNL,ADOPTION,11/21/2021,13:36:00,K21-540463
A1132925,LABRADOR RETR,OWNER SURRENDER,PICK UP,11/01/2021,14:40:00,APP INJ,FOSTER,11/29/2021,13:13:00,K21-540465
A1132925,LABRADOR RETR,FOSTER,FOR ADOPT,02/09/2022,15:42:00,APP WNL,ADOPTION,02/09/2022,16:44:00,K22-547515
A1132925,LABRADOR RETR,FOSTER,APPOINT,12/13/2021,09:12:00,APP WNL,MISSING,12/20/2021,18:20:00,K21-543426
A1132925,LABRADOR RETR,TREATMENT,FOLLOWUP,12/06/2021,09:58:00,APP WNL,TREATMENT,12/06/2021,14:47:00,K21-542991
A1132925,LABRADOR RETR,STRAY,CONFINED,12/27/2021,15:49:00,APP WNL,FOSTER,12/27/2021,15:51:00,K21-544476
A1132928,SIBERIAN HUSKY,STRAY,CONFINED,11/01/2021,14:54:00,APP WNL,ADOPTION,11/12/2021,14:50:00,K21-540468
A1132929,PIT BULL,STRAY,AT LARGE,11/01/2021,14:56:00,APP WNL,RETURNED TO OWNER,11/01/2021,15:25:00,K21-540469
A1132931,PIT BULL,STRAY,WEB,10/24/2021,15:25:00,NORMAL,LOST EXP,12/02/2021,00:00:00,K21-540471
A1132932,CANE CORSO,STRAY,WEB,10/24/2021,15:25:00,NORMAL,LOST EXP,12/02/2021,00:00:00,K21-540472
A1132935,LABRADOR RETR,STRAY,CONFINED,11/01/2021,15:35:00,APP WNL,ADOPTION,01/25/2022,16:14:00,K21-540474
A1132937,ALASKAN HUSKY,STRAY,AT LARGE,11/01/2021,15:53:00,APP WNL,RETURNED TO OWNER,11/01/2021,16:24:00,K21-540481
A1132939,SCHNAUZER STAND,STRAY,AT LARGE,11/01/2021,16:02:00,APP WNL,TRANSFER,11/05/2021,14:58:00,K21-540476
A1132944,AUST CATTLE DOG,STRAY,WEB,11/01/2021,16:25:00,NORMAL,FOUND EXP,12/02/2021,00:00:00,K21-540482
A1132945,GERM SHEPHERD,OWNER SURRENDER,APPOINT,11/01/2021,16:16:00,APP WNL,ADOPTION,11/03/2021,15:52:00,K21-540484
A1132946,PIT BULL,STRAY,AT LARGE,11/01/2021,15:53:00,APP WNL,RETURNED TO OWNER,11/01/2021,16:24:00,K21-540483
A1132951,ALASKAN HUSKY,OWNER SURRENDER,APPOINT,12/29/2021,14:51:00,APP SICK,EUTHANIZED,12/29/2021,15:16:00,K21-544622
A1132956,BORDER TERRIER,STRAY,AT LARGE,11/01/2021,17:49:00,APP WNL,ADOPTION,11/28/2021,15:46:00,K21-540492
A1132957,LABRADOR RETR,STRAY,AT LARGE,11/01/2021,17:40:00,APP WNL,ADOPTION,11/27/2021,16:27:00,K21-540494
A1132957,LABRADOR RETR,OWNER SURRENDER,QUARANTINE,11/28/2021,15:56:00,APP WNL,EUTHANIZED,12/04/2021,15:01:00,K21-542456
A1132958,SIBERIAN HUSKY,STRAY,WEB,11/01/2021,18:25:00,NORMAL,LOST EXP,12/02/2021,00:00:00,K21-540495
A1132959,AUST CATTLE DOG,STRAY,AT LARGE,11/01/2021,19:25:00,APP WNL,RETURNED TO OWNER,11/01/2021,19:30:00,K21-540499
A1132960,LABRADOR RETR,STRAY,AT LARGE,11/01/2021,19:25:00,APP WNL,RETURNED TO OWNER,11/01/2021,19:30:00,K21-540500
A1132962,SCHNAUZER MIN,STRAY,WEB,11/01/2021,19:25:00,NORMAL,LOST EXP,12/02/2021,00:00:00,K21-540497
A1132963,SCHNAUZER MIN,STRAY,WEB,11/01/2021,19:25:00,NORMAL,LOST EXP,12/02/2021,00:00:00,K21-540498
A1132970,PUG,STRAY,WEB,11/01/2021,02:25:00,NORMAL,LOST EXP,12/02/2021,00:00:00,K21-540505
A1132971,POODLE STND,STRAY,WEB,10/23/2021,02:25:00,NORMAL,LOST EXP,12/03/2021,00:00:00,K21-540506
A1132973,CHIHUAHUA LH,STRAY,AT LARGE,11/02/2021,08:19:00,APP WNL,RETURNED TO OWNER,11/03/2021,17:35:00,K21-540507
A1132974,CHIHUAHUA LH,STRAY,AT LARGE,11/02/2021,08:19:00,APP INJ,TRANSFER,11/11/2021,16:56:00,K21-540508
A1132974,CHIHUAHUA LH,OWNER SURRENDER,PICK UP,11/11/2021,20:13:00,APP INJ,TRANSFER,11/16/2021,16:43:00,K21-541351
A1132975,PUG,STRAY,AT LARGE,11/02/2021,08:19:00,APP WNL,ADOPTION,11/06/2021,16:20:00,K21-540509
A1132977,CHIHUAHUA SH,STRAY,CONFINED,11/02/2021,08:53:00,APP WNL,ADOPTION,11/07/2021,15:20:00,K21-540510
A1132978,GERM SHEPHERD,STRAY,CONFINED,11/02/2021,08:53:00,APP WNL,EUTHANIZED,11/30/2021,14:34:00,K21-540511
A1132979,CHIHUAHUA SH,STRAY,CONFINED,11/02/2021,09:13:00,APP INJ,TRANSFER,11/16/2021,16:43:00,K21-540513
A1132982,CHIHUAHUA SH,STRAY,WEB,10/25/2021,09:25:00,NORMAL,FOUND EXP,12/03/2021,00:00:00,K21-540516
A1132983,GERM SHEPHERD,STRAY,CONFINED,11/02/2021,09:34:00,APP WNL,ADOPTION,11/07/2021,16:58:00,K21-540517
A1132989,GREAT DANE,STRAY,CONFINED,11/02/2021,10:57:00,APP WNL,RETURNED TO OWNER,11/07/2021,15:51:00,K21-540523
A1132993,LABRADOR RETR,STRAY,AT LARGE,11/02/2021,11:02:00,APP WNL,RETURNED TO OWNER,11/04/2021,17:33:00,K21-540525
A1132995,GOLDEN RETR,STRAY,WEB,11/01/2021,11:25:00,NORMAL,LOST EXP,12/03/2021,00:00:00,K21-540527
A1132997,PIT BULL,STRAY,CONFINED,11/02/2021,11:31:00,APP WNL,EUTHANIZED,11/23/2021,15:57:00,K21-540529
A1132998,GERM SHEPHERD,STRAY,AT LARGE,11/02/2021,12:07:00,APP WNL,ADOPTION,11/12/2021,15:07:00,K21-540530
A1132998,GERM SHEPHERD,OWNER SURRENDER,WALK IN,01/13/2022,13:07:00,APP WNL,ADOPTION,01/15/2022,14:28:00,K22-545668
A1132998,GERM SHEPHERD,OWNER SURRENDER,WALK IN,04/20/2022,11:22:00,APP WNL,FOSTER,04/24/2022,14:51:00,K22-552511
A1132998,GERM SHEPHERD,FOSTER,RETURN,04/28/2022,13:07:00,APP WNL,ADOPTION,04/28/2022,13:12:00,K22-553251
A1133000,BORDER COLLIE,STRAY,CONFINED,11/02/2021,12:49:00,APP SICK,ADOPTION,11/22/2021,14:52:00,K21-540535
A1133007,PIT BULL,CONFISCATED,QUARANTINE,11/02/2021,14:00:00,APP WNL,RETURNED TO OWNER,11/30/2021,11:18:00,K21-540539
A1133008,ROTTWEILER,KEEPSAFE,OWN HOSPIT,11/02/2021,15:18:00,APP WNL,RETURNED TO OWNER,11/02/2021,16:05:00,K21-540540
A1138321,JACK RUSS TERR,STRAY,WEB,01/14/2022,18:25:00,NORMAL,FOUND EXP,02/14/2022,00:00:00,K22-545758
A1133011,AMERICAN STAFF,STRAY,CONFINED,11/02/2021,15:36:00,APP WNL,ADOPTION,12/14/2021,16:17:00,K21-540542
A1133011,AMERICAN STAFF,FOSTER,RETURN,01/22/2022,15:37:00,APP WNL,ADOPTION,01/22/2022,15:38:00,K22-546281
A1133011,AMERICAN STAFF,OWNER SURRENDER,WALK IN,12/15/2021,12:46:00,APP WNL,FOSTER,01/03/2022,11:37:00,K21-543646
A1133012,AMERICAN STAFF,STRAY,CONFINED,11/02/2021,15:36:00,APP WNL,ADOPTION,11/11/2021,14:07:00,K21-540544
A1133013,AMERICAN STAFF,STRAY,CONFINED,11/02/2021,15:36:00,APP WNL,ADOPTION,11/12/2021,13:23:00,K21-540543
A1133014,AMERICAN STAFF,STRAY,CONFINED,11/02/2021,15:36:00,APP WNL,ADOPTION,11/06/2021,15:59:00,K21-540545
A1133015,SIBERIAN HUSKY,STRAY,WEB,10/30/2021,16:26:00,NORMAL,LOST EXP,12/03/2021,00:00:00,K21-540548
A1133018,CHIHUAHUA SH,STRAY,WEB,11/02/2021,16:26:00,NORMAL,LOST EXP,12/03/2021,00:00:00,K21-540551
A1133019,ROTTWEILER,STRAY,WEB,11/01/2021,16:26:00,NORMAL,LOST EXP,12/03/2021,00:00:00,K21-540552
A1133020,GERM SHEPHERD,STRAY,CONFINED,11/02/2021,16:37:00,APP WNL,EUTHANIZED,12/10/2021,18:45:00,K21-540554
A1133021,GERM SHEPHERD,STRAY,CONFINED,11/02/2021,16:29:00,APP SICK,EUTHANIZED,11/02/2021,18:33:00,K21-540555
A1133022,PIT BULL,CONFISCATED,QUARANTINE,11/02/2021,17:26:00,APP WNL,RETURNED TO OWNER,11/11/2021,16:04:00,K21-540557
A1133034,TIBETAN TERR,STRAY,WEB,11/01/2021,18:25:00,NORMAL,FOUND EXP,12/03/2021,00:00:00,K21-540561
A1133039,CHIHUAHUA SH,STRAY,WEB,10/30/2021,19:25:00,NORMAL,LOST EXP,12/03/2021,00:00:00,K21-540563
A1133040,PIT BULL,STRAY,AT LARGE,11/02/2021,19:26:00,APP WNL,ADOPTION,11/10/2021,17:55:00,K21-540565
A1133042,PIT BULL,CONFISCATED,QUARANTINE,11/02/2021,21:06:00,APP WNL,RETURNED TO OWNER,11/13/2021,15:20:00,K21-540566
A1133046,AMERICAN STAFF,KEEPSAFE,OTHER,11/02/2021,23:31:00,APP WNL,ADOPTION,11/12/2021,16:47:00,K21-540568
A1133049,PIT BULL,DISPOS REQ,FIELD,11/03/2021,00:34:00,DECEASED,DISPOSAL,11/03/2021,00:36:00,K21-540569
A1133050,LABRADOR RETR,STRAY,CONFINED,11/03/2021,02:17:00,APP WNL,ADOPTION,11/11/2021,16:25:00,K21-540570
A1133051,PIT BULL,OWNER SURRENDER,URGENT,11/03/2021,05:50:00,APP WNL,RETURNED TO OWNER,11/04/2021,17:51:00,K21-540571
A1133051,PIT BULL,OWNER SURRENDER,APPOINT,11/26/2021,14:26:00,APP WNL,EUTHANIZED,12/06/2021,14:52:00,K21-542315
A1133054,CHIHUAHUA SH,STRAY,AT LARGE,11/03/2021,10:24:00,APP WNL,ADOPTION,11/08/2021,14:56:00,K21-540582
A1133055,LAKELAND TERR,STRAY,AT LARGE,11/03/2021,10:42:00,APP WNL,ADOPTION,11/09/2021,17:41:00,K21-540583
A1133057,GOLDEN RETR,CONFISCATED,SAC,11/03/2021,10:46:00,APP WNL,ADOPTION,12/02/2021,15:32:00,K21-540585
A1133060,PIT BULL,STRAY,AT LARGE,11/03/2021,11:33:00,APP SICK,FOSTER,01/09/2022,16:21:00,K21-540586
A1133060,PIT BULL,FOSTER,RETURN,01/13/2022,17:49:00,APP WNL,FOSTER,01/16/2022,15:03:00,K22-545688
A1133060,PIT BULL,TREATMENT,HEART WORM,05/05/2022,09:44:00,APP WNL,TREATMENT,05/06/2022,12:32:00,K22-553828
A1133060,PIT BULL,TREATMENT,HEART WORM,06/14/2022,09:05:00,APP WNL,TREATMENT,06/15/2022,16:58:00,K22-557293
A1133060,PIT BULL,TREATMENT,HEART WORM,04/05/2022,10:55:00,APP WNL,TREATMENT,04/05/2022,16:31:00,K22-551263
A1133060,PIT BULL,FOSTER,RETURN,02/26/2022,13:25:00,APP WNL,FOSTER,02/26/2022,13:26:00,K22-548664
A1133060,PIT BULL,FOSTER,RETURN,03/04/2022,10:55:00,APP WNL,ADOPTION,03/04/2022,10:55:00,K22-549043
A1133061,PIT BULL,STRAY,AT LARGE,11/03/2021,11:33:00,APP WNL,FOSTER,11/14/2021,16:59:00,K21-540587
A1133061,PIT BULL,FOSTER,RETURN,11/14/2021,17:10:00,APP WNL,EUTHANIZED,11/16/2021,17:20:00,K21-541621
A1133062,PIT BULL,STRAY,AT LARGE,11/03/2021,11:33:00,APP WNL,ADOPTION,11/06/2021,16:48:00,K21-540588
A1133063,MIXED BREED,STRAY,AT LARGE,11/03/2021,11:33:00,APP WNL,ADOPTION,12/06/2021,15:18:00,K21-540589
A1133063,MIXED BREED,STRAY,AT LARGE,06/14/2022,11:31:00,APP WNL,FOSTER,07/24/2022,14:56:00,K22-557314
A1133063,MIXED BREED,TREATMENT,ILLNESS,08/04/2022,10:45:00,APP WNL,TREATMENT,08/04/2022,14:10:00,K22-561687
A1133064,MASTIFF,OWNER SURRENDER,URGENT,11/03/2021,12:00:00,APP SICK,EUTHANIZED,11/03/2021,15:09:00,K21-540591
A1133065,BOXER,STRAY,AT LARGE,11/03/2021,10:34:00,APP WNL,TRANSFER,11/05/2021,12:23:00,K21-540592
A1133068,GERM SHEPHERD,STRAY,AT LARGE,11/03/2021,12:11:00,APP WNL,ADOPTION,11/09/2021,15:13:00,K21-540593
A1133069,GERM SHEPHERD,STRAY,WEB,11/02/2021,12:25:00,NORMAL,LOST EXP,12/04/2021,00:00:00,K21-540594
A1133073,COCKER SPAN,STRAY,WEB,10/27/2021,13:25:00,NORMAL,FOUND EXP,12/04/2021,00:00:00,K21-540597
A1133077,AKITA,STRAY,AT LARGE,11/03/2021,13:52:00,APP SICK,ADOPTION,11/26/2021,16:53:00,K21-540603
A1133079,GERM SHEPHERD,STRAY,AT LARGE,11/03/2021,14:06:00,APP WNL,ADOPTION,11/13/2021,16:48:00,K21-540607
A1133086,LABRADOR RETR,OWNER SURRENDER,APPOINT,11/03/2021,15:12:00,APP WNL,ADOPTION,11/13/2021,13:24:00,K21-540614
A1133086,LABRADOR RETR,TRANSFER,OWNER SURR,12/01/2021,11:13:00,APP WNL,ADOPTION,12/07/2021,16:51:00,K21-542626
A1133086,LABRADOR RETR,OWNER SURRENDER,WALK IN,12/08/2021,12:50:00,APP WNL,TRANSFER,12/18/2021,17:08:00,K21-543158
A1133089,CHIHUAHUA LH,STRAY,AT LARGE,11/03/2021,15:37:00,APP WNL,RETURNED TO OWNER,11/05/2021,14:29:00,K21-540617
A1133091,ROTTWEILER,STRAY,AT LARGE,11/03/2021,16:17:00,APP WNL,RETURNED TO OWNER,11/03/2021,16:40:00,K21-540619
A1133092,GERM SHEPHERD,STRAY,CONFINED,11/03/2021,16:20:00,APP WNL,RETURNED TO OWNER,11/07/2021,17:52:00,K21-540620
A1133093,SIBERIAN HUSKY,OWNER SURRENDER,APPOINT,11/03/2021,16:32:00,APP WNL,ADOPTION,11/09/2021,17:52:00,K21-540625
A1133095,PIT BULL,OWNER SURRENDER,URGENT,11/03/2021,16:48:00,CRITICAL,EUTHANIZED,11/06/2021,09:24:00,K21-540624
A1133096,ROTTWEILER,CONFISCATED,SAC,11/03/2021,17:55:00,APP INJ,TRANSFER,11/03/2021,20:40:00,K21-540629
A1133099,ALASKAN HUSKY,STRAY,WEB,11/02/2021,18:25:00,NORMAL,LOST EXP,12/04/2021,00:00:00,K21-540633
A1133100,PIT BULL,STRAY,WEB,11/03/2021,18:25:00,NORMAL,LOST EXP,12/04/2021,00:00:00,K21-540634
A1133101,PIT BULL,STRAY,WEB,11/03/2021,18:25:00,NORMAL,LOST EXP,12/04/2021,00:00:00,K21-540635
A1133102,SCHNAUZER STAND,STRAY,WEB,11/03/2021,18:25:00,NORMAL,LOST EXP,12/04/2021,00:00:00,K21-540636
A1133103,PIT BULL,STRAY,WEB,11/02/2021,18:25:00,NORMAL,LOST EXP,12/04/2021,00:00:00,K21-540637
A1133104,PIT BULL,STRAY,WEB,11/03/2021,18:25:00,NORMAL,LOST EXP,12/04/2021,00:00:00,K21-540638
A1133105,LABRADOR RETR,STRAY,AT LARGE,11/03/2021,18:32:00,APP WNL,ADOPTION,11/12/2021,17:58:00,K21-540640
A1133106,PIT BULL,STRAY,AT LARGE,11/03/2021,18:34:00,APP WNL,ADOPTION,11/21/2021,17:42:00,K21-540641
